emp_no,salary,from_date,to_date
10280,92309,2007-09-04,2008-09-03
10280,97182,2008-09-04,2009-09-03
10280,101482,2009-09-04,2010-09-03
10280,105258,2010-09-04,2011-09-03
10281,71276,1991-07-30,1992-07-29
10281,72749,1992-07-30,1993-07-29
10281,74672,1993-07-30,1994-07-29
10281,78642,1994-07-30,1995-07-29
10281,82689,1995-07-30,1996-07-29
10281,87362,1996-07-30,1997-07-29
10281,88999,1997-07-30,1998-07-29
10281,92788,1998-07-30,1999-07-29
10281,95604,1999-07-30,2000-07-29
10281,98789,2000-07-30,2001-07-29
10281,100757,2001-07-30,2002-07-29
10281,104199,2002-07-30,9999-01-01
10282,61806,1991-03-31,1992-03-30
10282,63183,1992-03-31,1993-03-30
10282,66337,1993-03-31,1994-03-30
10282,69517,1994-03-31,1995-03-30
10282,73157,1995-03-31,1996-03-30
10282,76835,1996-03-31,1997-03-30
10282,79507,1997-03-31,1998-03-30
10282,81586,1998-03-31,1999-03-30
10282,83155,1999-03-31,2000-03-30
10282,85897,2000-03-31,2001-03-30
10282,87932,2001-03-31,2002-03-30
10282,91253,2002-03-31,9999-01-01
10283,48736,2007-11-14,2008-11-13
10283,51436,2008-11-14,2009-11-13
10283,53004,2009-11-14,2010-11-13
10283,53833,2010-11-14,2011-11-13
10283,55610,2011-11-14,2012-11-13
10283,57689,2012-11-14,2013-11-13
10283,58718,2013-11-14,2014-11-13
10283,59669,2014-11-14,2015-11-13
10283,61330,2015-11-14,2016-11-13
10283,64071,2016-11-14,2017-11-13
10283,66006,2017-11-14,2018-11-13
10283,67015,2018-11-14,9999-01-01
10284,65685,1994-09-09,1995-09-08
10284,68094,1995-09-09,1996-09-08
10284,70510,1996-09-09,1997-09-08
10284,71985,1997-09-09,1998-09-08
10284,73065,1998-09-09,1999-09-08
10284,76881,1999-09-09,2000-09-08
10284,78170,2000-09-09,2001-09-08
10284,81219,2001-09-09,2002-09-08
10284,84917,2002-09-09,2003-09-08
10284,86738,2003-09-09,2004-09-08
10284,88063,2004-09-09,2005-09-08
10284,92382,2005-09-09,2006-09-08
10285,88381,2010-08-02,2011-08-01
10285,90343,2011-08-02,2012-08-01
10285,92808,2012-08-02,2013-08-01
10285,94582,2013-08-02,2014-08-01
10285,96145,2014-08-02,2015-08-01
10285,97623,2015-08-02,2016-08-01
10285,100727,2016-08-02,2017-08-01
10285,106180,2017-08-02,2018-08-01
10285,109717,2018-08-02,2019-08-01
10285,115686,2019-08-02,2020-08-01
10285,120793,2020-08-02,2021-08-01
10285,123658,2021-08-02,9999-01-01
10286,79236,2013-09-28,2014-09-27
10286,83479,2014-09-28,2015-09-27
10286,86640,2015-09-28,2016-09-27
10286,90962,2016-09-28,2017-09-27
10286,94488,2017-09-28,2018-09-27
10286,96695,2018-09-28,2019-09-27
10286,102387,2019-09-28,2020-09-27
10286,105658,2020-09-28,2021-09-27
10286,111063,2021-09-28,2022-09-27
10286,116040,2022-09-28,2023-09-27
10286,122354,2023-09-28,9999-01-01
10287,74058,1996-05-12,1997-05-11
10287,75639,1997-05-12,1998-05-11
10287,79085,1998-05-12,1999-05-11
10287,82896,1999-05-12,2000-05-11
10287,84282,2000-05-12,2001-05-11
10287,88338,2001-05-12,2002-05-11
10287,90359,2002-05-12,2003-05-11
10287,94935,2003-05-12,2004-05-11
10287,100390,2004-05-12,2005-05-11
10287,103997,2005-05-12,2006-05-11
10287,107409,2006-05-12,2007-05-11
10287,109056,2007-05-12,9999-01-01
10288,71758,1992-04-08,1993-04-07
10288,75426,1993-04-08,1994-04-07
10288,77641,1994-04-08,1995-04-07
10288,79830,1995-04-08,1996-04-07
10288,83222,1996-04-08,1997-04-07
10288,86917,1997-04-08,1998-04-07
10288,91045,1998-04-08,1999-04-07
10288,92988,1999-04-08,2000-04-07
10288,94644,2000-04-08,2001-04-07
10288,96661,2001-04-08,2002-04-07
10288,101781,2002-04-08,2003-04-07
10288,103409,2003-04-08,9999-01-01
10289,62163,1997-10-26,1998-10-25
10289,65556,1998-10-26,1999-10-25
10289,67770,1999-10-26,2000-10-25
10289,70020,2000-10-26,2001-10-25
10289,72541,2001-10-26,2002-10-25
10289,75040,2002-10-26,2003-10-25
10289,78764,2003-10-26,2004-10-25
10289,80956,2004-10-26,2005-10-25
10289,85577,2005-10-26,2006-10-25
10289,88033,2006-10-26,2007-10-25
10289,90407,2007-10-26,2008-10-25
10289,94556,2008-10-26,9999-01-01
10290,81968,2008-01-05,2009-01-04
10290,86496,2009-01-05,2010-01-04
10290,90022,2010-01-05,2011-01-04
10290,94771,2011-01-05,2012-01-04
10290,97638,2012-01-05,2013-01-04
10290,99192,2013-01-05,2014-01-04
10290,104639,2014-01-05,2015-01-04
10290,106305,2015-01-05,2016-01-04
10290,108880,2016-01-05,2017-01-04
10290,111901,2017-01-05,2018-01-04
10290,117221,2018-01-05,2019-01-04
10290,123017,2019-01-05,9999-01-01
10291,44175,1994-10-29,1995-10-28
10291,45947,1995-10-29,1996-10-28
10291,48115,1996-10-29,1997-10-28
10291,48884,1997-10-29,1998-10-28
10291,50447,1998-10-29,1999-10-28
10291,53098,1999-10-29,2000-10-28
10291,55500,2000-10-29,2001-10-28
10291,57119,2001-10-29,2002-10-28
10291,59957,2002-10-29,2003-10-28
10291,62180,2003-10-29,2004-10-28
10291,63786,2004-10-29,2005-10-28
10291,65635,2005-10-29,9999-01-01
10292,93319,2004-04-19,2005-04-18
10292,96121,2005-04-19,2006-04-18
10292,98041,2006-04-19,2007-04-18
10292,101032,2007-04-19,2008-04-18
10292,104824,2008-04-19,2009-04-18
10292,106547,2009-04-19,2010-04-18
10292,112628,2010-04-19,2011-04-18
10292,118891,2011-04-19,2012-04-18
10292,124959,2012-04-19,2013-04-18
10292,127183,2013-04-19,2014-04-18
10292,131599,2014-04-19,2015-04-18
10292,137216,2015-04-19,9999-01-01
10293,45649,2006-04-11,2007-04-10
10293,48101,2007-04-11,2008-04-10
10293,48903,2008-04-11,2009-04-10
10293,51621,2009-04-11,2010-04-10
10293,54090,2010-04-11,2011-04-10
10293,55539,2011-04-11,2011-08-18
10294,56929,1997-03-22,1998-03-21
10294,59690,1998-03-22,1999-03-21
10294,62031,1999-03-22,2000-03-21
10294,63268,2000-03-22,2001-03-21
10294,66749,2001-03-22,2002-03-21
10294,68827,2002-03-22,2003-03-21
10294,72518,2003-03-22,2004-03-21
10294,74045,2004-03-22,2005-03-21
10294,75981,2005-03-22,2006-03-21
10294,79932,2006-03-22,2007-03-21
10294,83018,2007-03-22,2008-03-21
10294,87694,2008-03-22,9999-01-01
10295,58310,1994-03-21,1995-03-20
10295,60494,1995-03-21,1996-03-20
10295,61424,1996-03-21,1997-03-20
10295,64197,1997-03-21,1998-03-20
10295,67153,1998-03-21,1999-03-20
10295,70648,1999-03-21,2000-03-20
10295,71912,2000-03-21,2001-03-20
10295,73152,2001-03-21,2002-03-20
10295,76357,2002-03-21,2003-03-20
10295,79926,2003-03-21,2004-03-20
10295,82575,2004-03-21,2005-03-20
10295,84469,2005-03-21,9999-01-01
10296,69787,1990-02-13,1991-02-12
10296,73260,1991-02-13,1992-02-12
10296,74579,1992-02-13,1993-02-12
10296,77076,1993-02-13,1994-02-12
10296,79900,1994-02-13,1995-02-12
10296,84598,1995-02-13,1996-02-12
10296,86991,1996-02-13,1997-02-12
10296,89442,1997-02-13,1998-02-12
10296,92638,1998-02-13,1999-02-12
10296,96532,1999-02-13,2000-02-12
10296,98301,2000-02-13,2001-02-12
10296,100017,2001-02-13,9999-01-01
10297,71741,2000-03-12,2001-03-11
10297,73183,2001-03-12,2002-03-11
10297,74620,2002-03-12,2003-03-11
10297,76895,2003-03-12,2004-03-11
10297,78367,2004-03-12,2005-03-11
10297,81567,2005-03-12,2006-03-11
10297,83825,2006-03-12,2007-03-11
10297,87432,2007-03-12,2008-03-11
10297,90036,2008-03-12,2009-03-11
10297,92692,2009-03-12,2010-03-11
10297,95715,2010-03-12,2011-03-11
10297,97574,2011-03-12,9999-01-01
10298,83968,2000-01-05,2001-01-04
10298,85845,2001-01-05,2002-01-04
10298,89389,2002-01-05,2003-01-04
10298,92068,2003-01-05,2004-01-04
10298,97223,2004-01-05,2005-01-04
10298,101030,2005-01-05,2006-01-04
10298,102618,2006-01-05,2007-01-04
10298,107719,2007-01-05,2008-01-04
10298,110186,2008-01-05,2009-01-04
10298,112375,2009-01-05,2010-01-04
10298,116874,2010-01-05,2011-01-04
10298,119464,2011-01-05,9999-01-01
10299,64992,1996-04-12,1997-04-11
10299,68366,1997-04-12,1998-04-11
10299,71348,1998-04-12,1999-04-11
10299,74266,1999-04-12,2000-04-11
10299,75945,2000-04-12,2001-04-11
10299,78817,2001-04-12,2002-04-11
10299,83370,2002-04-12,2003-04-11
10299,86143,2003-04-12,2004-04-11
10299,87809,2004-04-12,2005-04-11
10299,91233,2005-04-12,2006-04-11
10299,92603,2006-04-12,2007-04-11
10299,96342,2007-04-12,9999-01-01
10300,68419,2009-05-12,2010-05-11
10300,70749,2010-05-12,2011-05-11
10300,73707,2011-05-12,2012-05-11
10300,76731,2012-05-12,2013-05-11
10300,80488,2013-05-12,2014-05-11
10300,81943,2014-05-12,2015-05-11
10300,83613,2015-05-12,2016-05-11
10300,86824,2016-05-12,2017-05-11
10300,88272,2017-05-12,2018-05-11
10300,93394,2018-05-12,2019-05-11
10300,98439,2019-05-12,2020-05-11
10300,101552,2020-05-12,9999-01-01
10301,49697,2009-04-23,2010-04-22
10301,51335,2010-04-23,2011-04-22
10301,52716,2011-04-23,2012-04-22
10301,55171,2012-04-23,2013-04-22
10301,56245,2013-04-23,2014-04-22
10301,58329,2014-04-23,2015-04-22
10301,60357,2015-04-23,2016-01-30
10302,61985,1992-04-23,1993-04-22
10302,63310,1993-04-23,1994-04-22
10302,64505,1994-04-23,1995-04-22
10302,65590,1995-04-23,1996-04-22
10302,67499,1996-04-23,1997-04-22
10302,70780,1997-04-23,1998-04-22
10302,74177,1998-04-23,1999-04-22
10302,77666,1999-04-23,2000-04-22
10302,82287,2000-04-23,2001-04-22
10302,83765,2001-04-23,2002-04-22
10302,86358,2002-04-23,2003-04-22
10302,90771,2003-04-23,9999-01-01
10303,71035,2005-04-24,2006-04-23
10303,74450,2006-04-24,2007-04-23
10303,76451,2007-04-24,2008-04-23
10303,79051,2008-04-24,2009-04-23
10303,83122,2009-04-24,2010-04-23
10303,86622,2010-04-24,2011-04-23
10303,89848,2011-04-24,2012-04-23
10303,93215,2012-04-24,2013-04-23
10303,97105,2013-04-24,2014-04-23
10303,100846,2014-04-24,2015-04-23
10303,105603,2015-04-24,2016-04-23
10303,110313,2016-04-24,9999-01-01
10304,80739,2008-11-13,2009-11-12
10304,82615,2009-11-13,2010-11-12
10304,85953,2010-11-13,2011-11-12
10304,88168,2011-11-13,2012-11-12
10304,93016,2012-11-13,2013-11-12
10304,97059,2013-11-13,2014-11-12
10304,101596,2014-11-13,2015-11-12
10304,105999,2015-11-13,2016-11-12
10304,110692,2016-11-13,2017-11-12
10304,114824,2017-11-13,2018-11-12
10304,119199,2018-11-13,2019-11-12
10304,121104,2019-11-13,9999-01-01
10305,55108,1999-10-30,2000-10-29
10305,56197,2000-10-30,2001-10-29
10305,58066,2001-10-30,2002-10-29
10305,61204,2002-10-30,2003-10-29
10305,63591,2003-10-30,2004-10-29
10305,64721,2004-10-30,2005-10-29
10305,67697,2005-10-30,2006-10-29
10305,69644,2006-10-30,2007-10-29
10305,71046,2007-10-30,2008-10-29
10305,74144,2008-10-30,2009-10-29
10305,77488,2009-10-30,2010-10-29
10305,81590,2010-10-30,2011-10-29
10306,68841,2013-08-06,2014-08-05
10306,71290,2014-08-06,2015-08-05
10306,74702,2015-08-06,2016-08-05
10306,79180,2016-08-06,2017-08-05
10306,83338,2017-08-06,2018-08-05
10306,87158,2018-08-06,2019-08-05
10306,89746,2019-08-06,2020-08-05
10306,92218,2020-08-06,2021-08-05
10306,96075,2021-08-06,2022-08-05
10306,101328,2022-08-06,2023-08-05
10306,107205,2023-08-06,9999-01-01
10307,59212,1999-02-08,2000-02-07
10307,62407,2000-02-08,2001-02-07
10307,65439,2001-02-08,2002-02-07
10307,67411,2002-02-08,2003-02-07
10307,70544,2003-02-08,2004-02-07
10307,72007,2004-02-08,2005-02-07
10307,74383,2005-02-08,2006-02-07
10307,77846,2006-02-08,2007-02-07
10307,82008,2007-02-08,2008-02-07
10307,85876,2008-02-08,2009-02-07
10307,90571,2009-02-08,2010-02-07
10307,93634,2010-02-08,2011-02-07
10308,88789,2000-09-22,2001-09-21
10308,90381,2001-09-22,2002-09-21
10308,93982,2002-09-22,2003-09-21
10308,97547,2003-09-22,2004-09-21
10308,101239,2004-09-22,2005-09-21
10308,104900,2005-09-22,2006-09-21
10308,110670,2006-09-22,2007-09-21
10308,113576,2007-09-22,2008-09-21
10308,117355,2008-09-22,2009-09-21
10308,124372,2009-09-22,2010-09-21
10308,127526,2010-09-22,2011-09-21
10308,134599,2011-09-22,2012-09-21
10309,61662,2003-08-22,2004-08-21
10309,62630,2004-08-22,2005-08-21
10309,65913,2005-08-22,2006-08-21
10309,68578,2006-08-22,2006-11-25
10310,67851,1991-07-21,1992-07-20
10310,71400,1992-07-21,1993-07-20
10310,72732,1993-07-21,1994-07-20
10310,75964,1994-07-21,1995-07-20
10310,77731,1995-07-21,1996-07-20
10310,80552,1996-07-21,1997-07-20
10310,82453,1997-07-21,1998-07-20
10310,85443,1998-07-21,1999-07-20
10310,87881,1999-07-21,2000-07-20
10310,92762,2000-07-21,2001-07-20
10310,97641,2001-07-21,2002-07-20
10310,102304,2002-07-21,9999-01-01
10311,54752,2004-04-17,2005-04-16
10311,56160,2005-04-17,2006-04-16
10311,58058,2006-04-17,2007-04-16
10311,59812,2007-04-17,2008-04-16
10311,62435,2008-04-17,2009-04-16
10311,64839,2009-04-17,2010-04-16
10311,65988,2010-04-17,2011-04-16
10311,68977,2011-04-17,2012-04-16
10311,72323,2012-04-17,2013-04-16
10311,75518,2013-04-17,2014-04-16
10311,78871,2014-04-17,2015-04-16
10311,80689,2015-04-17,9999-01-01
10312,55181,2003-08-23,2004-08-22
10312,58259,2004-08-23,2005-08-22
10312,59865,2005-08-23,2006-08-22
10312,60847,2006-08-23,2007-08-22
10312,62116,2007-08-23,2008-08-22
10312,64760,2008-08-23,2009-08-22
10312,66960,2009-08-23,2010-08-22
10312,69613,2010-08-23,2011-08-22
10312,72233,2011-08-23,2012-08-22
10312,75828,2012-08-23,2013-08-22
10312,78966,2013-08-23,2014-08-22
10312,81970,2014-08-23,9999-01-01
10313,77598,1998-11-10,1999-11-09
10313,80854,1999-11-10,2000-11-09
10313,82272,2000-11-10,2001-11-09
10313,84042,2001-11-10,2002-11-09
10313,85453,2002-11-10,2003-11-09
10313,88378,2003-11-10,2004-11-09
10313,89790,2004-11-10,2005-11-09
10313,92733,2005-11-10,2006-11-09
10313,96876,2006-11-10,2007-11-09
10313,98941,2007-11-10,2008-11-09
10313,103337,2008-11-10,2009-11-09
10313,108476,2009-11-10,9999-01-01
10314,66664,2011-07-05,2012-07-04
10314,69459,2012-07-05,2013-07-04
10314,72720,2013-07-05,2014-07-04
10314,75401,2014-07-05,2015-07-04
10314,79850,2015-07-05,2016-07-04
10314,81916,2016-07-05,2017-07-04
10314,85250,2017-07-05,2018-07-04
10314,87076,2018-07-05,2019-07-04
10314,89203,2019-07-05,2020-07-04
10314,92903,2020-07-05,2021-07-04
10314,98082,2021-07-05,2022-07-04
10314,102265,2022-07-05,9999-01-01
10315,71841,2009-07-05,2010-07-04
10315,75015,2010-07-05,2011-07-04
10315,77862,2011-07-05,2012-07-04
10315,82452,2012-07-05,2013-07-04
10315,84305,2013-07-05,2014-07-04
10315,88777,2014-07-05,2015-07-04
10315,92451,2015-07-05,2016-07-04
10315,94596,2016-07-05,2017-07-04
10315,97718,2017-07-05,2018-07-04
10315,100207,2018-07-05,2019-07-04
10315,102528,2019-07-05,2020-07-04
10315,107503,2020-07-05,9999-01-01
10316,59761,2007-03-12,2008-03-11
10316,62739,2008-03-12,2009-03-11
10316,66058,2009-03-12,2010-03-11
10316,69961,2010-03-12,2011-03-11
10316,71432,2011-03-12,2012-03-11
10316,73025,2012-03-12,2013-03-11
10316,76274,2013-03-12,2014-03-11
10316,78869,2014-03-12,2015-03-11
10316,80526,2015-03-12,2016-03-11
10316,83852,2016-03-12,2017-03-11
10316,86220,2017-03-12,2018-03-11
10316,87921,2018-03-12,9999-01-01
10317,58040,1999-12-18,2000-12-17
10317,59747,2000-12-18,2001-12-17
10317,60881,2001-12-18,2002-12-17
10317,63076,2002-12-18,2003-12-17
10317,64779,2003-12-18,2004-12-17
10317,66997,2004-12-18,2005-12-17
10317,69214,2005-12-18,2006-12-17
10317,71797,2006-12-18,2007-12-17
10317,75789,2007-12-18,2008-12-17
10317,78503,2008-12-18,2009-12-17
10317,82392,2009-12-18,2010-12-17
10317,84255,2010-12-18,9999-01-01
10318,86387,2012-06-19,2013-06-18
10318,87823,2013-06-19,2014-06-18
10318,92336,2014-06-19,2015-06-18
10318,96672,2015-06-19,2016-06-18
10318,100956,2016-06-19,2017-06-18
10318,106140,2017-06-19,2018-06-18
10318,109465,2018-06-19,2019-06-18
10318,111652,2019-06-19,2020-06-18
10318,115101,2020-06-19,2021-06-18
10318,121207,2021-06-19,2022-06-18
10318,125481,2022-06-19,2023-06-18
10318,132682,2023-06-19,9999-01-01
10319,60645,2006-11-07,2007-11-06
10319,63626,2007-11-07,2008-11-06
10319,64830,2008-11-07,2009-11-06
10319,66728,2009-11-07,2010-11-06
10319,67884,2010-11-07,2011-11-06
10319,69318,2011-11-07,2012-11-06
10319,72391,2012-11-07,2013-11-06
10319,76157,2013-11-07,2014-11-06
10319,77810,2014-11-07,2015-11-06
10319,80159,2015-11-07,2016-11-06
10319,83734,2016-11-07,2017-11-06
10319,86583,2017-11-07,9999-01-01
10320,56459,2000-02-07,2001-02-06
10320,57491,2001-02-07,2002-02-06
10320,60560,2002-02-07,2003-02-06
10320,62254,2003-02-07,2004-02-06
10320,65786,2004-02-07,2005-02-06
10320,68483,2005-02-07,2006-02-06
10320,69967,2006-02-07,2007-02-06
10320,73805,2007-02-07,2008-02-06
10320,76031,2008-02-07,2009-02-06
10320,77487,2009-02-07,2010-02-06
10320,80546,2010-02-07,2011-02-06
10320,82884,2011-02-07,9999-01-01
10321,40950,1996-01-06,1997-01-05
10321,43339,1997-01-06,1998-01-05
10321,44131,1998-01-06,1999-01-05
10321,46417,1999-01-06,2000-01-05
10321,49099,2000-01-06,2001-01-05
10321,50096,2001-01-06,2002-01-05
10321,52107,2002-01-06,2002-09-27
10322,72250,2006-03-10,2007-03-09
10322,73359,2007-03-10,2008-03-09
10322,74994,2008-03-10,2009-03-09
10322,79339,2009-03-10,2010-03-09
10322,83310,2010-03-10,2011-03-09
10322,88146,2011-03-10,2012-03-09
10322,92762,2012-03-10,2013-03-09
10322,95715,2013-03-10,2014-03-09
10322,97757,2014-03-10,2015-03-09
10322,101952,2015-03-10,2016-03-09
10322,107321,2016-03-10,2017-03-09
10322,113053,2017-03-10,9999-01-01
10323,54774,1994-08-02,1995-08-01
10323,57805,1995-08-02,1996-08-01
10323,60505,1996-08-02,1997-08-01
10323,62334,1997-08-02,1998-08-01
10323,63925,1998-08-02,1999-08-01
10323,65556,1999-08-02,2000-08-01
10323,67521,2000-08-02,2001-08-01
10323,70763,2001-08-02,2002-08-01
10323,74299,2002-08-02,2003-08-01
10323,76947,2003-08-02,2004-08-01
10323,80224,2004-08-02,2005-08-01
10323,83649,2005-08-02,9999-01-01
10324,66723,2012-09-18,2013-09-17
10324,69930,2013-09-18,2014-09-17
10324,71935,2014-09-18,2015-09-17
10324,75151,2015-09-18,2016-09-17
10324,77214,2016-09-18,2017-09-17
10324,79996,2017-09-18,2018-09-17
10324,82705,2018-09-18,2019-09-17
10324,87487,2019-09-18,2020-09-17
10324,91788,2020-09-18,2021-09-17
10324,95863,2021-09-18,2022-09-17
10324,100104,2022-09-18,2023-09-17
10324,103942,2023-09-18,9999-01-01
10325,74655,1994-04-14,1995-04-13
10325,78809,1995-04-14,1996-04-13
10325,82816,1996-04-14,1997-04-13
10325,87522,1997-04-14,1998-04-13
10325,92451,1998-04-14,1999-04-13
10325,94536,1999-04-14,2000-04-13
10325,98302,2000-04-14,2001-04-13
10325,103499,2001-04-14,2002-04-13
10325,106660,2002-04-14,2003-04-13
10325,109253,2003-04-14,2004-04-13
10325,111692,2004-04-14,2005-04-13
10325,118332,2005-04-14,9999-01-01
10326,73494,2001-03-21,2002-03-20
10326,75590,2002-03-21,2003-03-20
10326,79297,2003-03-21,2004-03-20
10326,81364,2004-03-21,2005-03-20
10326,85006,2005-03-21,2006-03-20
10326,88424,2006-03-21,2007-03-20
10326,93549,2007-03-21,2008-03-20
10326,97819,2008-03-21,2009-03-20
10326,103148,2009-03-21,2010-03-20
10326,105958,2010-03-21,2011-03-20
10326,107888,2011-03-21,2012-03-20
10326,111144,2012-03-21,9999-01-01
10327,46051,2006-04-29,2007-04-28
10327,47830,2007-04-29,2008-04-28
10327,50191,2008-04-29,2009-04-28
10327,52746,2009-04-29,2010-04-28
10327,55538,2010-04-29,2011-04-28
10327,57393,2011-04-29,2012-04-28
10327,60263,2012-04-29,2013-04-28
10327,61900,2013-04-29,2014-04-28
10327,64634,2014-04-29,2015-04-28
10327,66458,2015-04-29,2016-04-28
10327,70206,2016-04-29,2017-04-28
10327,72889,2017-04-29,9999-01-01
10328,67392,1999-11-25,2000-11-24
10328,69478,2000-11-25,2001-11-24
10328,71619,2001-11-25,2002-11-24
10328,73015,2002-11-25,2003-11-24
10328,74169,2003-11-25,2004-11-24
10328,75987,2004-11-25,2005-11-24
10328,77577,2005-11-25,2006-11-24
10328,80825,2006-11-25,2007-11-24
10328,85614,2007-11-25,2007-12-07
10329,50896,1992-02-28,1993-02-27
10329,52720,1993-02-28,1994-02-27
10329,53590,1994-02-28,1995-02-27
10329,56498,1995-02-28,1996-02-27
10329,59230,1996-02-28,1997-02-27
10329,61137,1997-02-28,1998-02-27
10329,62122,1998-02-28,1999-02-27
10329,64109,1999-02-28,2000-02-27
10329,66782,2000-02-28,2001-02-27
10329,68721,2001-02-28,2002-02-27
10329,72157,2002-02-28,2003-02-27
10329,75423,2003-02-28,9999-01-01
10330,55801,2010-10-11,2011-10-10
10330,57071,2011-10-11,2012-10-10
10330,58723,2012-10-11,2013-10-10
10330,60466,2013-10-11,2014-10-10
10330,62029,2014-10-11,2015-10-10
10330,63982,2015-10-11,2016-10-10
10330,67295,2016-10-11,2017-10-10
10330,68425,2017-10-11,2018-10-10
10330,69898,2018-10-11,2019-10-10
10330,71641,2019-10-11,2020-10-10
10330,73906,2020-10-11,2021-10-10
10330,76660,2021-10-11,2022-10-10
10331,49172,2011-07-02,2012-07-01
10331,51526,2012-07-02,2013-07-01
10331,52592,2013-07-02,2014-07-01
10331,53811,2014-07-02,2014-12-19
10332,46011,2000-06-29,2001-06-28
10332,47397,2001-06-29,2002-06-28
10332,49382,2002-06-29,2003-06-28
10332,51182,2003-06-29,2004-06-28
10332,53358,2004-06-29,2005-06-28
10332,55836,2005-06-29,2006-06-28
10332,58665,2006-06-29,2007-06-28
10332,61924,2007-06-29,2008-06-28
10332,63421,2008-06-29,2009-06-28
10332,64852,2009-06-29,2010-06-28
10332,67573,2010-06-29,2011-06-28
10332,69591,2011-06-29,2012-06-28
10333,71150,2003-09-01,2004-08-31
10333,73532,2004-09-01,2005-08-31
10333,75285,2005-09-01,2006-08-31
10333,78359,2006-09-01,2007-08-31
10333,82790,2007-09-01,2008-08-31
10333,87079,2008-09-01,2009-08-31
10333,90211,2009-09-01,2010-08-31
10333,94309,2010-09-01,2011-08-31
10333,98739,2011-09-01,2012-08-31
10333,100715,2012-09-01,2013-08-31
10333,104171,2013-09-01,2014-08-31
10333,106750,2014-09-01,9999-01-01
10334,57634,1992-08-16,1993-08-15
10334,60616,1993-08-16,1994-08-15
10334,62395,1994-08-16,1995-08-15
10334,64380,1995-08-16,1996-08-15
10334,66059,1996-08-16,1997-08-15
10334,68305,1997-08-16,1998-08-15
10334,71522,1998-08-16,1999-08-15
10334,75398,1999-08-16,2000-08-15
10334,78000,2000-08-16,2001-08-15
10334,81349,2001-08-16,2002-08-15
10334,85239,2002-08-16,2003-08-15
10334,89624,2003-08-16,2004-08-15
10335,44711,2013-05-29,2014-05-28
10335,45817,2014-05-29,2015-05-28
10335,47477,2015-05-29,2016-05-28
10335,48749,2016-05-29,2017-05-28
10335,50286,2017-05-29,2018-05-28
